WeekOfMonth,WeekOfMonthClaimed,RepNumber,Deductible,DriverRating,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,Sex,MaritalStatus,Fault,PolicyType,VehiclePrice,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,FraudFound_P
1,2,10,400,3,3,13,1,2,1,1,1,0,1,3,0,7,1,0,1,0,0
2,3,11,400,3,5,2,1,3,1,0,1,0,5,3,0,6,1,0,1,0,0
2,4,1,400,3,4,17,1,0,1,1,0,1,1,3,2,5,1,0,1,0,0
2,3,16,400,4,5,17,1,1,1,1,0,0,1,3,2,7,1,0,1,0,1
4,1,7,400,2,1,17,0,1,0,1,0,1,0,3,0,6,1,0,1,3,0
3,1,1,400,4,0,9,1,2,1,1,0,2,1,3,2,7,1,0,1,1,0
3,4,16,400,1,6,9,1,1,0,0,1,2,1,3,2,5,1,0,1,0,0
3,3,2,400,1,4,6,1,0,1,0,1,0,5,3,2,0,1,0,1,0,0
3,3,8,400,4,4,9,1,4,1,1,0,2,1,3,0,6,1,0,1,2,0
2,3,2,400,2,0,13,1,1,1,1,0,1,0,3,0,7,1,0,1,0,0
2,2,4,400,4,2,17,1,3,1,1,1,2,1,3,2,5,1,0,1,0,0
2,3,6,400,3,2,13,1,1,0,1,0,0,1,3,2,5,1,0,1,0,0
2,1,16,700,1,4,17,1,0,1,1,0,2,2,3,2,6,1,0,1,0,0
1,2,6,400,4,4,13,0,0,0,1,0,0,1,3,1,5,1,0,1,0,0
2,2,14,400,4,6,17,0,3,1,0,0,2,1,3,0,5,1,0,1,1,0
3,4,6,400,2,4,13,1,4,1,0,1,1,5,3,1,6,1,0,1,3,0
2,3,14,500,3,2,2,1,3,1,1,0,0,1,3,0,6,1,0,1,0,0
2,3,1,400,4,2,6,1,2,1,0,0,2,5,3,2,0,1,0,1,0,0
2,2,11,400,2,4,13,1,0,1,1,1,1,1,3,3,4,1,0,1,1,0
2,2,10,400,1,5,9,1,0,1,0,0,0,1,3,1,6,1,0,1,0,0
2,2,4,400,3,3,17,1,4,1,1,0,2,1,3,2,6,1,0,1,0,0
1,1,1,400,4,0,13,1,1,1,1,0,0,1,3,0,7,1,0,1,1,0
2,2,7,400,2,6,17,1,0,1,1,1,0,2,3,1,5,1,0,1,0,0
1,2,7,400,4,4,13,1,3,1,0,0,0,1,3,0,5,1,0,1,0,0
4,1,3,400,2,5,9,1,2,0,0,0,2,1,3,3,5,1,0,1,0,0
4,5,4,400,4,4,17,1,0,0,1,0,2,1,3,2,3,1,0,1,0,0
2,3,5,400,4,6,9,1,2,1,1,0,0,5,3,1,4,1,0,1,0,1
3,4,4,400,2,6,9,1,0,1,1,0,0,2,3,1,6,1,0,0,0,0
3,4,4,400,4,3,2,0,1,1,0,0,1,5,3,1,5,1,0,1,0,0
1,1,12,400,2,2,9,1,3,1,0,0,0,1,3,1,5,1,0,1,3,0
5,2,12,400,2,0,6,1,0,1,1,0,0,1,3,1,6,1,0,1,0,0
5,2,5,400,3,0,13,1,0,1,0,0,1,0,3,2,5,1,0,1,0,0
3,4,13,400,2,4,13,1,0,1,1,0,0,0,3,0,6,1,0,1,1,0
3,3,15,400,3,5,13,1,6,1,1,1,2,2,3,1,7,1,0,1,3,0
2,3,15,400,4,6,17,1,0,1,1,0,0,1,3,0,7,1,0,1,3,0
2,2,14,400,1,3,2,0,4,1,1,0,1,5,3,1,6,1,0,1,2,0
3,4,15,400,3,2,13,1,0,1,1,0,1,1,3,1,6,1,0,1,2,0
4,2,7,400,1,6,13,1,4,0,3,0,2,1,3,2,6,1,0,1,0,0
1,3,1,400,3,5,17,1,2,1,1,0,0,1,3,1,7,1,0,1,0,0
5,1,7,400,2,6,6,1,3,1,0,1,1,5,3,1,0,1,1,1,0,0
4,2,6,400,1,1,5,1,2,1,1,1,0,3,3,3,7,0,0,1,2,0
2,5,14,400,1,0,6,1,2,1,0,0,1,5,3,0,0,1,0,1,0,0
4,4,10,400,2,0,9,1,0,0,1,0,2,1,3,2,5,1,0,1,1,0
1,1,14,700,3,1,9,1,1,1,1,0,2,2,3,2,6,1,0,1,3,0
1,1,10,400,4,1,13,1,1,1,1,0,1,0,3,2,7,1,0,1,1,0
4,4,1,400,3,1,6,1,1,1,0,0,0,1,3,0,6,1,0,1,3,0
4,4,6,400,3,6,9,1,0,1,1,0,0,2,3,0,5,1,0,1,0,0
2,2,7,400,4,3,17,1,4,1,0,0,0,1,3,1,4,1,0,1,2,0
1,2,12,400,1,6,13,1,0,1,1,1,2,1,3,2,5,1,0,1,3,0
4,5,6,400,1,3,17,0,0,1,1,0,0,2,3,2,5,1,0,1,1,0
4,5,10,400,1,1,9,1,3,1,0,1,2,2,3,1,5,1,0,1,0,0
4,1,5,400,4,4,6,1,4,1,1,1,1,2,3,2,7,1,0,1,2,0
1,1,6,400,2,5,13,1,0,1,1,0,1,0,3,0,7,1,0,1,0,0
3,1,1,400,2,6,17,1,4,1,0,0,2,2,3,2,4,1,0,1,0,0
2,2,12,400,2,2,17,1,2,1,1,0,0,1,3,0,7,1,0,1,1,0
3,3,10,400,2,3,18,1,3,1,0,0,2,5,3,1,5,1,0,1,3,0
3,4,12,400,3,3,2,1,0,1,0,0,0,2,3,0,5,1,0,1,0,0
2,2,14,400,3,6,6,1,2,1,0,0,0,1,3,1,6,1,0,1,3,0
2,3,4,400,2,2,6,1,2,1,0,0,0,2,3,0,5,1,0,1,0,0
1,3,3,400,4,1,9,1,4,1,1,1,2,1,3,1,6,1,0,1,2,0
4,1,9,400,2,6,6,0,2,1,1,0,1,3,3,1,6,1,0,1,1,0
3,3,12,400,3,2,9,1,3,1,1,0,2,1,3,2,7,1,0,1,1,0
1,3,3,400,4,3,13,1,4,0,1,1,0,1,3,2,5,1,0,0,3,0
4,4,14,400,3,2,13,1,2,0,1,0,2,0,3,2,6,1,0,1,1,0
3,4,5,400,2,1,2,1,4,1,0,0,1,1,3,0,6,1,0,1,0,0
2,3,1,400,1,2,5,1,1,1,1,0,0,2,3,1,6,1,0,1,2,0
2,2,11,400,2,2,2,0,3,1,1,0,1,2,3,2,7,1,0,1,3,0
2,2,1,500,3,1,2,1,2,1,1,0,1,2,3,1,7,1,0,1,2,0
1,1,4,400,4,6,6,1,0,1,0,1,0,1,3,2,7,1,0,1,3,0
1,3,13,400,3,0,13,1,1,0,1,0,1,1,3,1,7,1,0,1,0,0
2,2,2,400,2,1,9,1,1,1,1,0,0,2,3,1,7,0,0,1,0,0
1,1,5,400,3,3,6,1,4,0,1,0,2,1,3,3,7,1,0,1,0,0
2,3,8,400,1,5,13,1,6,1,1,0,0,1,3,0,6,1,0,1,0,0
3,3,13,400,3,5,17,0,2,1,1,0,0,1,3,2,4,1,0,1,1,0
3,5,5,700,4,2,2,1,1,1,1,1,1,2,3,2,7,1,0,1,0,0
5,2,5,400,1,5,9,1,0,1,0,1,1,2,3,0,6,1,0,1,0,0
4,2,9,400,2,5,6,1,4,1,1,0,2,2,3,2,5,1,0,1,3,0
4,3,8,400,2,3,2,1,3,1,1,0,2,3,3,2,7,0,0,0,1,0
2,3,14,400,3,4,17,1,1,1,1,0,2,1,3,0,6,1,0,1,0,0
3,3,14,400,2,2,6,1,3,1,0,0,2,2,3,2,7,1,0,1,2,0
3,1,4,400,2,2,13,1,0,0,1,0,1,1,3,2,6,1,0,1,2,0
2,2,5,400,4,1,9,1,3,0,1,0,1,1,3,1,5,1,0,1,1,0
2,2,15,400,2,1,13,1,3,1,1,0,0,1,3,1,7,1,0,1,0,0
1,2,7,400,3,6,9,0,1,1,1,0,0,2,3,0,7,1,0,1,2,0
4,4,10,400,2,3,9,1,1,1,1,0,1,1,3,1,7,1,0,1,1,0
4,1,6,400,3,3,9,1,3,0,1,0,4,5,3,0,5,1,0,1,0,0
2,2,3,400,4,6,18,1,2,1,1,0,2,3,3,2,6,1,0,1,3,0
1,1,12,400,1,3,9,0,3,1,0,0,2,1,3,2,4,1,0,1,0,0
2,2,13,400,4,0,17,1,3,1,1,1,1,0,3,0,6,1,0,1,0,0
2,2,6,400,2,2,6,1,3,1,0,0,2,5,3,2,0,1,0,1,0,0
5,1,8,400,3,4,6,1,2,1,1,0,2,2,3,2,7,1,0,1,1,0
3,3,2,400,3,0,2,1,1,0,1,0,2,2,3,2,5,1,0,1,0,0
3,4,2,400,1,2,6,1,2,1,0,0,1,1,3,1,7,1,0,1,3,1
4,3,6,400,2,2,0,1,1,1,1,0,1,2,3,0,6,1,0,1,0,0
3,4,9,400,3,5,13,0,2,0,0,0,0,1,3,1,4,1,0,1,0,0
2,2,1,400,3,4,13,1,2,0,0,0,0,2,3,2,5,1,0,1,0,0
4,4,12,400,2,1,6,1,2,1,0,0,0,2,3,0,7,1,0,1,0,0
2,4,6,400,1,6,18,1,2,1,1,0,0,1,3,2,6,1,0,1,0,0
3,1,10,400,2,0,17,0,0,1,1,0,2,2,3,2,6,1,0,1,0,0
3,3,5,400,4,0,13,1,0,1,1,0,6,5,3,2,7,1,0,1,3,0
3,3,9,400,3,2,6,1,2,1,1,0,0,1,3,2,7,1,0,1,0,1
3,3,9,400,4,1,13,1,4,1,1,0,1,1,3,0,5,1,0,1,3,0
3,3,2,400,1,2,2,1,2,1,1,0,2,1,3,3,6,1,0,1,3,0
4,2,11,400,2,3,17,1,4,0,1,1,1,0,3,0,5,1,0,1,2,0
4,1,1,400,1,2,13,1,3,1,0,0,2,1,3,3,6,1,0,1,0,0
3,3,14,700,1,3,2,0,0,1,1,0,0,1,3,2,6,1,0,1,0,1
1,2,1,400,1,2,13,1,3,1,1,1,1,0,3,2,7,1,0,1,0,0
1,1,11,400,1,1,13,1,2,1,1,0,2,2,3,1,7,1,0,0,0,0
4,4,7,400,3,3,9,1,4,1,1,0,4,5,3,0,5,1,0,1,0,0
2,2,9,400,3,0,6,0,0,1,0,0,2,5,3,0,0,1,0,1,0,0
2,3,13,400,2,2,17,1,2,0,1,0,1,0,3,1,6,1,0,1,0,0
2,3,9,400,2,3,17,1,5,1,0,0,2,1,3,2,6,1,0,1,0,0
4,4,8,400,3,6,6,1,4,1,0,0,2,5,3,3,0,1,0,1,0,0
4,5,12,400,4,6,17,0,3,1,0,0,1,1,3,0,4,1,0,1,0,0
3,4,11,400,2,1,6,1,0,1,1,1,0,2,3,3,5,1,0,1,3,0
3,3,7,400,2,0,2,1,1,1,1,1,0,2,3,1,7,0,0,1,3,0
4,1,11,400,3,6,2,1,0,1,0,1,1,1,3,1,6,1,0,1,0,0
4,4,8,400,3,2,13,1,3,1,1,0,2,2,3,2,7,1,0,1,3,0
4,4,11,400,4,3,13,1,4,1,0,0,2,1,3,2,4,1,0,1,0,0
1,1,9,400,4,2,13,1,3,0,1,0,2,1,3,2,6,1,0,1,0,0
5,1,2,400,3,1,9,1,0,1,0,0,0,1,3,1,6,1,0,1,0,0
1,1,1,400,2,0,9,1,1,1,0,1,0,1,3,2,4,1,0,1,1,0
1,2,8,400,3,1,6,1,2,0,0,0,2,1,3,2,7,1,0,1,0,0
4,4,4,400,4,0,17,1,0,1,1,1,1,1,3,0,7,1,0,1,0,0
5,1,1,400,1,2,17,1,4,1,1,0,0,1,3,2,6,1,0,1,2,0
3,3,14,400,4,6,6,1,1,1,1,1,0,1,3,0,7,1,0,1,0,0
4,4,9,400,1,2,13,1,3,1,0,0,2,2,3,1,4,1,0,1,2,0
1,2,4,400,4,4,5,1,1,1,1,0,1,2,3,1,6,1,0,1,3,0
3,4,14,400,1,4,0,1,1,1,1,0,0,5,3,2,6,1,0,1,0,1
3,2,9,400,4,0,6,1,0,1,0,0,4,5,3,2,2,1,0,1,0,0
4,3,7,400,3,5,17,1,1,1,1,0,0,1,3,1,7,1,0,1,3,0
3,4,9,400,4,4,5,0,2,1,1,0,6,5,3,1,7,1,0,1,3,1
3,3,9,400,2,4,17,1,0,1,0,0,2,1,3,2,7,1,0,0,3,0
3,4,5,400,1,4,6,1,2,1,1,0,0,1,3,1,5,1,0,1,0,1
1,2,8,400,4,2,17,1,0,1,1,1,1,1,3,1,6,1,0,1,0,0
1,2,3,400,1,3,0,1,1,1,1,0,2,3,3,2,6,1,0,1,1,0
2,3,2,400,1,0,6,1,4,1,0,1,0,3,3,1,5,1,0,0,0,0
3,3,1,400,2,5,6,0,0,1,0,1,1,1,3,0,3,1,0,1,0,0
3,3,7,400,3,2,13,1,2,0,1,0,2,2,3,2,5,1,0,1,0,0
1,1,3,400,2,3,17,0,3,1,1,1,2,2,3,1,7,1,0,1,2,0
3,4,13,400,2,2,17,1,0,0,0,0,2,1,3,2,6,1,0,1,2,0
3,4,7,400,1,4,6,0,3,1,1,0,1,1,3,0,6,0,0,1,0,0
3,4,6,400,3,2,9,1,3,1,1,0,2,1,3,2,5,1,0,1,0,0
1,3,9,400,1,2,17,0,4,1,1,0,0,1,3,1,6,0,0,1,3,0
3,2,1,400,1,5,9,1,1,1,0,0,1,5,3,1,5,1,0,1,2,1
2,2,9,400,2,6,17,1,0,1,1,1,1,1,3,0,7,1,0,1,0,0
2,2,2,400,1,6,9,1,0,1,0,0,0,1,3,2,5,1,0,1,2,0
2,3,13,400,3,2,13,0,1,0,0,0,2,1,3,2,6,1,0,1,3,0
2,2,13,400,4,6,7,0,2,1,1,1,0,2,3,1,6,1,0,1,2,0
1,1,16,400,2,1,13,1,3,1,1,0,0,1,3,1,6,1,0,1,0,0
3,4,4,400,1,6,13,1,0,1,1,0,1,5,3,3,7,1,0,1,0,1
3,4,15,400,1,2,17,1,1,0,1,0,2,2,3,0,7,1,0,1,0,0
2,3,2,400,1,5,17,1,0,1,0,1,1,1,3,0,5,1,0,1,0,0
3,3,10,400,2,4,13,1,4,1,1,0,2,2,3,2,7,1,0,1,0,0
3,3,13,400,3,6,0,1,0,1,1,0,6,5,3,0,6,1,0,1,0,1
1,1,13,400,1,2,3,1,2,0,0,0,2,2,3,1,6,1,0,1,1,0
5,1,11,400,1,5,0,1,3,1,0,0,2,2,3,2,5,1,0,1,0,0
5,5,6,400,2,6,13,1,0,1,1,0,2,1,3,2,6,1,0,1,2,0
3,4,13,400,3,0,9,1,1,1,1,0,0,2,3,1,7,1,0,1,0,1
4,1,10,400,4,3,13,1,1,1,1,0,1,0,3,0,5,1,0,1,0,0
3,4,15,400,3,0,6,1,0,1,0,1,1,0,3,2,3,1,0,1,0,0
3,4,4,400,2,5,6,1,3,1,0,0,2,1,3,2,6,1,0,1,0,0
2,3,2,400,1,6,17,0,1,0,1,1,2,1,3,1,7,1,0,1,3,0
1,3,9,400,2,3,9,1,0,1,1,0,0,1,3,1,6,1,0,1,3,0
2,2,15,400,3,3,13,1,1,1,0,0,0,2,3,1,5,1,0,1,0,0
1,3,2,400,3,0,6,1,3,1,0,0,2,2,3,2,5,1,0,1,0,0
4,4,14,400,2,3,17,1,2,1,0,0,2,5,3,3,4,1,0,1,1,0
4,5,15,400,3,0,17,1,1,1,1,1,2,1,3,1,5,1,0,1,2,0
2,2,4,400,2,1,13,1,1,0,0,0,2,2,3,2,5,1,0,1,0,0
1,2,12,500,1,1,9,1,4,0,0,0,2,2,3,1,6,1,0,1,3,0
1,2,14,400,4,0,18,1,4,1,1,0,2,5,3,3,5,1,0,1,0,0
3,4,2,400,1,0,6,0,4,1,1,0,1,2,3,0,2,1,0,1,0,1
1,1,1,400,1,6,17,1,3,1,1,0,1,0,3,1,7,1,0,1,1,0
1,1,7,400,1,5,5,1,0,1,1,0,1,3,3,1,7,1,0,1,2,0
4,4,11,400,4,2,13,1,4,1,1,0,1,5,3,1,6,0,0,1,1,0
2,2,1,400,3,3,0,1,4,1,0,0,0,1,3,2,6,1,0,1,0,0
2,3,11,400,3,3,13,0,1,1,0,0,2,1,3,0,6,1,0,1,3,0
2,2,14,400,2,1,13,1,3,1,1,0,0,2,3,1,7,1,0,1,1,0
5,4,6,400,2,0,2,1,2,1,1,0,2,1,3,3,4,1,0,1,0,0
1,2,8,400,3,2,17,1,0,0,1,0,0,2,3,2,5,1,0,1,0,0
3,3,16,400,4,0,2,1,0,1,0,0,2,5,3,0,5,1,0,1,3,0
3,4,11,400,2,0,13,1,2,1,1,1,0,1,3,1,6,1,0,1,2,0
3,4,15,400,3,0,9,1,1,1,1,0,0,1,3,2,4,1,0,1,3,1
4,1,6,400,1,2,6,1,2,1,1,1,1,1,3,2,5,1,0,1,0,0
4,4,7,400,4,4,17,0,4,1,1,0,0,1,3,2,6,1,0,1,0,0
4,4,10,400,4,1,17,1,3,1,1,0,0,2,3,1,5,1,0,1,3,1
1,1,10,400,3,6,13,1,2,1,1,0,2,2,3,1,6,1,0,1,0,0
4,4,8,400,3,1,9,1,2,1,1,0,0,1,3,0,6,1,0,1,0,1
5,1,4,400,2,2,6,1,4,1,1,0,0,1,3,1,5,1,0,1,0,0
1,1,5,400,3,6,2,1,0,1,0,1,2,1,3,2,6,1,0,1,1,0
1,1,3,400,4,4,0,1,4,1,1,0,2,1,3,2,6,1,0,1,3,0
5,2,2,400,2,5,13,1,0,1,0,0,2,2,3,0,6,1,0,1,3,0
4,4,14,400,1,1,17,1,3,1,1,1,1,2,3,1,6,1,0,1,0,0
4,2,9,400,4,0,13,1,1,1,0,0,2,1,3,3,5,1,0,1,0,0
3,3,14,400,1,2,17,1,2,1,1,1,2,0,3,2,5,1,0,1,3,0
3,3,11,400,4,0,9,1,0,1,1,0,2,2,3,3,7,1,0,1,2,0
2,2,8,400,3,4,9,1,0,1,1,0,0,2,3,3,6,1,0,1,2,0
5,5,16,400,2,3,9,1,4,0,1,1,1,2,3,1,7,1,0,1,0,0
5,1,8,700,1,3,6,1,2,1,0,1,1,5,3,0,7,1,0,1,3,0
4,5,15,400,4,6,5,1,3,1,1,0,1,1,3,2,6,1,0,1,1,0
2,3,15,400,3,4,13,1,0,1,1,1,2,2,3,1,7,1,0,1,0,0
1,3,5,400,3,6,13,1,1,1,1,0,0,0,3,1,7,1,0,1,0,0
4,4,11,400,3,0,2,1,0,1,1,0,2,1,3,3,6,1,0,1,1,0
3,2,9,400,3,4,13,1,1,1,1,0,1,0,3,2,7,0,0,1,3,0
2,1,3,400,3,5,13,1,3,1,1,0,6,5,3,3,7,1,0,1,3,0
2,2,2,400,4,1,17,0,3,1,0,1,1,1,3,1,6,1,0,1,0,0
1,2,6,400,1,4,17,1,2,1,0,0,1,0,3,0,7,1,0,1,1,0
1,1,8,400,2,1,13,1,4,1,1,1,1,1,3,1,7,1,0,1,3,0
3,5,13,400,3,3,13,0,0,1,1,0,1,1,3,2,5,1,0,1,0,0
3,4,3,400,3,3,9,1,0,1,1,0,2,2,3,2,5,1,0,1,1,0
2,2,4,400,4,5,13,1,1,1,1,0,1,1,3,0,4,1,0,1,0,0
2,3,16,400,2,2,17,1,0,1,1,0,1,1,3,0,6,1,0,1,3,0
3,3,14,400,3,6,13,1,0,1,0,1,2,1,3,2,5,1,0,1,0,0
1,2,8,400,1,5,17,1,0,1,1,0,2,1,3,2,6,1,0,1,0,0
3,3,5,400,3,2,17,1,3,1,1,0,2,2,3,1,6,1,0,1,0,0
3,3,2,400,3,3,5,1,4,1,1,0,2,3,3,2,7,1,0,1,1,0
3,3,13,400,2,4,6,1,1,1,1,0,2,2,3,0,6,1,0,1,1,0
1,2,7,400,3,4,3,1,0,1,1,0,2,2,3,1,7,1,0,1,3,0
3,3,16,400,3,2,13,1,1,0,1,0,1,0,3,0,3,1,0,1,0,0
4,5,16,400,2,4,9,0,3,1,1,0,2,2,3,2,7,1,0,1,3,0
3,5,4,500,2,5,17,1,1,0,2,0,2,1,3,2,5,1,0,1,0,0
1,2,10,400,2,3,17,1,2,1,1,0,2,1,3,2,7,1,0,1,0,0
4,1,4,400,4,2,9,1,3,0,0,0,2,1,3,2,6,1,0,1,1,0
3,3,7,400,4,4,6,1,4,1,0,0,0,1,3,0,5,1,0,1,0,0
4,4,10,400,4,1,9,1,1,0,1,0,2,2,3,2,5,0,0,1,0,0
3,5,4,400,2,0,9,1,1,1,1,1,2,1,3,3,5,1,0,1,0,0
3,4,7,400,2,0,5,1,1,1,1,0,6,5,3,3,6,1,0,1,3,0
5,5,13,400,4,5,13,1,0,1,0,0,0,5,3,2,3,1,0,1,1,0
3,4,6,400,4,4,13,1,0,1,0,0,1,2,3,1,5,1,0,1,3,0
2,4,3,700,4,2,2,1,3,1,1,0,2,1,3,2,7,1,0,1,3,0
4,4,11,400,3,2,13,1,3,1,1,1,1,1,3,1,7,1,0,1,0,0
3,3,3,400,3,2,13,1,3,1,1,1,1,1,3,2,6,1,0,1,0,0
4,1,12,400,4,5,13,1,2,0,0,0,0,2,3,0,5,1,0,1,3,0
1,1,3,400,3,0,2,1,1,1,1,0,2,2,3,3,7,1,0,1,3,0
5,5,2,400,1,6,13,1,0,1,1,0,2,2,3,2,6,0,0,1,0,0
2,3,7,400,3,3,9,1,2,1,0,1,4,5,3,0,5,1,1,1,0,0
2,2,6,400,1,0,6,1,2,1,1,1,0,2,3,3,7,1,0,1,3,0
2,2,2,400,3,6,9,1,1,1,1,1,2,1,3,2,6,1,0,1,3,0
3,3,8,400,4,6,5,1,0,1,0,0,1,0,3,2,2,1,0,1,0,0
3,4,15,400,4,4,6,1,1,1,1,1,1,1,3,2,6,1,0,1,0,0
2,2,2,400,1,0,18,1,0,1,0,0,2,3,3,3,6,1,0,1,0,0
5,1,15,400,4,4,17,1,1,0,0,1,1,1,3,1,6,1,0,1,3,0
1,1,13,400,4,4,6,0,1,1,0,0,2,5,3,2,0,1,0,1,0,0
4,4,4,400,4,6,17,1,0,1,1,0,1,1,3,1,6,1,0,1,1,0
3,4,14,400,4,0,17,1,3,0,1,0,1,1,3,1,5,1,0,1,0,0
4,5,8,400,1,0,13,1,4,1,0,0,2,1,3,2,5,1,0,1,1,0
4,5,1,400,1,2,6,1,3,1,0,1,0,1,3,2,5,1,0,1,1,0
1,3,1,400,3,6,13,1,2,1,1,0,2,1,3,3,7,1,0,1,0,0
1,2,8,400,4,5,13,1,1,1,1,1,1,1,3,0,6,1,0,1,2,0
2,3,5,400,4,6,9,1,1,1,1,1,4,5,3,0,7,1,0,1,0,0
4,4,7,400,3,3,9,1,3,0,0,0,2,1,3,0,4,1,0,1,3,0
3,3,11,400,3,5,9,1,0,1,1,0,0,2,3,0,6,0,0,1,1,0
2,2,6,400,1,5,17,1,2,0,1,0,0,1,3,2,7,1,0,1,1,0
5,1,7,400,1,6,15,0,3,1,0,0,0,2,3,0,5,1,0,1,0,0
4,4,1,400,2,1,17,1,2,1,1,0,2,0,3,3,6,1,0,1,0,0
4,5,2,400,3,2,6,1,3,1,0,0,4,5,3,1,4,1,0,1,0,1
1,2,4,400,1,1,9,1,4,0,1,1,0,5,3,2,7,0,0,1,2,0
2,3,11,400,1,4,13,1,3,1,1,0,0,1,3,0,6,1,0,1,0,0
2,2,13,400,3,3,17,1,3,1,1,0,0,2,3,1,7,1,0,1,1,0
3,4,13,400,1,2,13,1,1,1,0,0,2,1,3,2,4,1,0,1,0,0
2,4,13,700,4,4,17,1,2,1,0,0,2,1,3,3,6,0,0,1,0,0
5,5,12,400,2,2,13,1,2,1,1,0,2,1,3,2,6,0,0,1,3,0
5,1,10,400,1,2,0,1,4,1,1,0,1,2,3,1,6,1,0,1,3,0
1,2,9,400,1,4,13,0,1,0,0,1,1,1,3,0,4,1,0,1,2,0
3,4,10,400,2,4,9,0,0,1,1,1,2,1,3,2,7,1,0,1,3,0
4,4,1,400,4,5,5,1,0,1,1,0,0,1,3,0,6,0,0,1,0,0
4,4,4,400,4,0,9,1,3,1,0,0,0,1,3,1,5,1,0,1,0,0
4,5,9,400,3,4,13,1,4,1,1,0,0,1,3,1,6,1,0,1,0,0
4,4,14,400,2,3,2,1,4,1,0,0,0,2,3,2,6,1,0,1,3,1
4,5,7,400,1,3,18,1,4,0,2,1,1,2,2,0,7,1,0,1,0,0
1,2,15,400,2,5,15,1,0,1,1,0,1,2,3,2,6,1,0,1,0,0
3,3,3,500,3,5,17,1,0,1,1,0,1,0,3,1,7,1,0,1,0,0
1,2,11,400,3,1,13,1,2,1,1,0,2,1,3,3,7,1,0,1,1,0
1,1,16,400,4,4,9,1,4,1,1,0,2,1,3,2,6,1,0,1,0,0
5,5,9,400,2,1,13,1,2,1,1,1,2,2,3,0,7,0,0,1,3,0
3,4,15,400,3,6,13,1,3,0,1,0,2,2,3,2,6,1,0,1,0,0
2,3,10,400,1,4,13,1,3,0,1,1,1,1,3,3,6,1,0,1,0,0
4,1,14,400,4,3,2,1,2,1,1,0,1,1,3,1,5,1,0,1,0,1
4,1,13,400,1,3,9,1,1,1,0,0,2,1,3,2,6,1,0,1,0,0
4,4,6,400,3,6,17,1,0,1,0,0,0,1,3,1,4,1,0,1,1,0
3,4,8,400,4,2,9,1,4,1,1,0,2,3,3,2,7,1,0,1,0,0
3,4,10,400,2,4,13,1,1,0,1,1,0,2,3,1,5,1,0,1,3,0
1,1,8,400,4,4,13,1,0,0,1,1,0,1,3,0,5,1,0,1,1,0
1,4,3,400,2,2,9,1,0,1,1,0,0,1,3,0,7,1,0,1,3,0
3,4,15,400,3,3,13,1,4,1,0,0,1,1,3,1,4,1,0,1,0,0
1,1,4,400,3,1,2,1,3,1,1,1,1,2,3,0,6,1,0,1,3,0
4,4,10,400,3,5,9,1,0,1,1,0,0,2,3,1,7,1,0,1,2,0
2,4,10,400,4,1,2,1,2,1,0,1,1,1,3,1,5,1,0,1,0,0
4,5,8,400,4,4,13,1,3,1,1,0,7,5,3,2,7,1,0,1,3,1
5,1,10,400,4,5,6,1,0,1,0,0,2,5,3,2,0,1,0,1,0,0
2,4,16,400,2,6,13,1,2,1,1,0,2,2,3,3,6,1,0,1,0,0
2,4,13,700,1,4,13,1,2,1,1,0,2,1,3,3,6,1,0,1,0,0
1,1,13,400,1,4,17,1,4,1,0,1,0,5,3,0,7,1,0,1,3,0
1,1,3,400,4,6,6,1,0,1,1,0,2,1,3,2,7,1,0,1,2,0
3,3,6,400,3,5,9,1,0,1,0,0,0,1,3,3,5,1,0,1,1,0
4,4,8,400,3,4,13,1,0,1,1,1,1,1,3,1,4,1,0,1,3,0
5,4,1,400,2,3,13,0,1,1,1,0,0,1,3,1,7,1,0,1,2,0
1,2,8,400,3,4,9,1,3,1,0,0,0,1,3,0,6,1,0,1,1,0
4,5,1,400,1,4,9,1,0,1,1,0,1,2,3,2,7,1,0,1,3,0
4,1,16,400,2,6,17,1,2,1,0,1,1,1,3,1,5,1,0,1,2,0
4,4,14,400,3,2,6,1,2,1,0,0,0,5,3,1,0,1,0,1,0,0
2,4,10,400,4,3,13,1,1,1,1,0,0,1,3,1,7,1,0,1,0,0
4,4,11,400,4,5,5,1,5,1,1,1,0,3,3,1,7,0,1,1,0,0
5,1,9,400,4,0,13,1,1,1,0,0,2,1,3,2,5,1,0,1,0,0
4,4,3,400,4,6,2,1,0,1,1,0,2,3,3,1,6,1,0,1,3,0
4,5,1,400,4,4,9,0,0,1,0,0,0,1,3,1,6,1,0,1,2,0
5,5,2,400,4,3,2,1,3,1,0,0,2,3,3,1,6,1,0,1,3,0
4,4,14,400,2,1,9,1,1,1,1,0,0,1,3,2,7,1,0,1,3,0
4,4,13,400,1,1,2,1,1,0,1,0,0,1,3,0,5,1,0,1,1,0
3,4,13,400,2,6,2,1,1,1,0,0,0,5,3,3,6,1,0,1,1,0
4,3,5,400,1,6,18,1,0,1,1,0,2,3,3,2,7,1,0,1,0,0
5,2,6,400,2,4,9,0,0,1,0,0,0,1,3,0,5,1,0,1,0,0
4,4,15,400,2,0,9,1,0,1,1,0,2,2,3,3,5,1,0,1,2,0
4,1,14,400,2,5,17,1,1,1,1,1,1,1,3,2,7,1,0,1,2,0
