service,s,d,studage,lectage,dept,y,t,k,m
0,2593,187,6,5,11,4,14,1122,70
0,2593,314,6,5,11,1,3.5,1884,17.5
0,2593,571,6,1,11,4,14,3426,14
0,2593,622,6,6,11,3,10.5,3732,63
0,2593,1115,6,5,11,5,17.5,6690,87.5
0,2593,1155,6,4,11,3,10.5,6930,42
0,2593,1264,6,4,11,5,17.5,7584,70
0,2593,1275,6,2,11,3,10.5,7650,21
0,2593,1504,6,6,11,1,3.5,9024,21
0,2593,1568,6,1,11,1,3.5,9408,3.5
0,2593,1722,6,6,11,5,17.5,10332,105
0,2593,1817,6,6,11,2,7,10902,42
0,2593,1845,6,5,11,4,14,11070,70
0,2593,2079,6,1,11,1,3.5,12474,3.5
0,2594,92,2,2,6,2,7,184,14
0,2594,281,2,2,6,5,17.5,562,35
0,2594,367,2,1,6,2,7,734,7
0,2594,1059,2,2,6,4,14,2118,28
0,2594,1336,2,1,6,2,7,2672,7
0,2594,1369,2,2,6,3,10.5,2738,21
0,2594,1510,2,1,6,5,17.5,3020,17.5
0,2594,1676,2,1,6,4,14,3352,14
0,2594,2034,2,1,6,4,14,4068,14
0,2594,2083,2,2,6,5,17.5,4166,35
0,2595,275,2,1,3,4,14,550,14
0,2595,918,2,1,3,1,3.5,1836,3.5
0,2595,1919,2,1,3,5,17.5,3838,17.5
0,2596,624,2,1,9,3,10.5,1248,10.5
0,2596,1119,2,2,9,5,17.5,2238,35
0,2596,1207,2,1,9,4,14,2414,14
0,2596,1312,2,1,9,2,7,2624,7
0,2596,1354,2,2,9,4,14,2708,28
0,2596,1893,2,2,9,4,14,3786,28
0,2597,577,2,1,15,2,7,1154,7
0,2597,823,2,1,15,4,14,1646,14
0,2597,920,2,2,15,4,14,1840,28
0,2597,1180,2,2,15,3,10.5,2360,21
0,2597,1898,2,2,15,3,10.5,3796,21
0,2598,92,2,2,6,1,3.5,184,7
0,2598,281,2,2,6,2,7,562,14
0,2598,1059,2,2,6,5,17.5,2118,35
0,2598,1336,2,1,6,3,10.5,2672,10.5
0,2598,1369,2,2,6,5,17.5,2738,35
0,2598,1510,2,1,6,1,3.5,3020,3.5
0,2598,1676,2,1,6,2,7,3352,7
0,2598,2034,2,1,6,5,17.5,4068,17.5
0,2598,2083,2,2,6,3,10.5,4166,21
0,2599,135,2,1,14,1,3.5,270,3.5
0,2599,1666,2,2,14,5,17.5,3332,35
0,2599,1797,2,2,14,1,3.5,3594,7
0,2600,275,2,1,3,3,10.5,550,10.5
0,2600,432,2,1,3,2,7,864,7
0,2600,918,2,1,3,1,3.5,1836,3.5
0,2600,1557,2,1,3,2,7,3114,7
0,2600,1842,2,2,3,1,3.5,3684,7
0,2600,1919,2,1,3,4,14,3838,14
0,2601,273,2,1,10,4,14,546,14
0,2601,377,2,2,10,3,10.5,754,21
0,2601,862,2,2,10,3,10.5,1724,21
0,2601,1172,2,1,10,2,7,2344,7
0,2602,140,6,4,10,2,7,840,28
0,2602,248,6,2,10,3,10.5,1488,21
0,2602,323,6,2,10,4,14,1938,28
0,2602,377,6,2,10,3,10.5,2262,21
0,2602,598,6,2,10,1,3.5,3588,7
0,2602,606,6,3,10,3,10.5,3636,31.5
0,2602,1529,6,4,10,4,14,9174,56
0,2602,1596,6,2,10,2,7,9576,14
0,2602,1749,6,2,10,5,17.5,10494,35
0,2602,2084,6,2,10,5,17.5,12504,35
0,2603,84,4,1,10,5,17.5,336,17.5
0,2603,273,4,3,10,1,3.5,1092,10.5
0,2603,309,4,3,10,3,10.5,1236,31.5
0,2603,377,4,4,10,3,10.5,1508,42
0,2603,466,4,3,10,3,10.5,1864,31.5
0,2603,678,4,1,10,1,3.5,2712,3.5
0,2603,862,4,4,10,1,3.5,3448,14
0,2603,1384,4,1,10,1,3.5,5536,3.5
0,2603,1749,4,2,10,4,14,6996,28
0,2603,1790,4,1,10,3,10.5,7160,10.5
0,2603,1984,4,1,10,4,14,7936,14
0,2603,2084,4,2,10,5,17.5,8336,35
0,2603,2096,4,1,10,4,14,8384,14
0,2604,67,8,6,4,5,17.5,536,105
0,2604,79,8,5,4,5,17.5,632,87.5
0,2604,118,8,6,4,5,17.5,944,105
0,2604,132,8,3,4,5,17.5,1056,52.5
0,2604,147,8,6,4,4,14,1176,84
0,2604,217,8,3,4,3,10.5,1736,31.5
0,2604,540,8,6,4,1,3.5,4320,21
0,2604,682,8,3,4,5,17.5,5456,52.5
0,2604,893,8,6,4,5,17.5,7144,105
0,2604,945,8,6,4,1,3.5,7560,21
0,2604,962,8,3,4,4,14,7696,42
0,2604,972,8,4,4,4,14,7776,56
0,2604,973,8,6,4,3,10.5,7784,63
0,2604,1027,8,6,4,3,10.5,8216,63
0,2604,1035,8,3,4,5,17.5,8280,52.5
0,2604,1106,8,3,4,2,7,8848,21
0,2604,1284,8,6,4,3,10.5,10272,63
0,2604,1375,8,4,4,4,14,11000,56
0,2604,1554,8,3,4,4,14,12432,42
0,2604,1594,8,6,4,5,17.5,12752,105
0,2604,1607,8,4,4,2,7,12856,28
0,2604,1808,8,3,4,5,17.5,14464,52.5
0,2604,1998,8,4,4,4,14,15984,56
0,2605,53,6,1,9,2,7,318,7
0,2605,82,6,4,9,4,14,492,56
0,2605,152,6,2,9,4,14,912,28
0,2605,228,6,1,9,5,17.5,1368,17.5
0,2605,305,6,3,9,1,3.5,1830,10.5
0,2605,358,6,5,9,5,17.5,2148,87.5
0,2605,420,6,1,9,3,10.5,2520,10.5
0,2605,587,6,2,9,3,10.5,3522,21
0,2605,624,6,2,9,3,10.5,3744,21
0,2605,802,6,6,9,4,14,4812,84
0,2605,805,6,4,9,4,14,4830,56
0,2605,873,6,3,9,5,17.5,5238,52.5
0,2605,1158,6,4,9,1,3.5,6948,14
0,2605,1207,6,5,9,4,14,7242,70
0,2605,1302,6,2,9,3,10.5,7812,21
0,2605,1306,6,3,9,3,10.5,7836,31.5
0,2605,1354,6,3,9,3,10.5,8124,31.5
0,2605,1390,6,1,9,4,14,8340,14
0,2605,1530,6,4,9,3,10.5,9180,42
0,2605,1763,6,2,9,1,3.5,10578,7
0,2605,1784,6,2,9,5,17.5,10704,35
0,2605,1893,6,3,9,5,17.5,11358,52.5
0,2605,2100,6,1,9,5,17.5,12600,17.5
0,2605,2116,6,3,9,5,17.5,12696,52.5
0,2606,65,2,1,2,1,3.5,130,3.5
0,2606,327,2,2,2,4,14,654,28
0,2606,1267,2,2,2,2,7,2534,14
0,2607,67,6,4,4,1,3.5,402,14
0,2607,132,6,3,4,1,3.5,792,10.5
0,2607,214,6,3,4,2,7,1284,21
0,2607,246,6,2,4,3,10.5,1476,21
0,2607,313,6,2,4,5,17.5,1878,35
0,2607,338,6,2,4,3,10.5,2028,21
0,2607,401,6,5,4,5,17.5,2406,87.5
0,2607,504,6,2,4,5,17.5,3024,35
0,2607,540,6,6,4,3,10.5,3240,63
0,2607,588,6,1,4,3,10.5,3528,10.5
0,2607,663,6,2,4,3,10.5,3978,21
0,2607,676,6,2,4,3,10.5,4056,21
0,2607,682,6,3,4,5,17.5,4092,52.5
0,2607,737,6,2,4,5,17.5,4422,35
0,2607,883,6,4,4,4,14,5298,56
0,2607,893,6,6,4,2,7,5358,42
0,2607,945,6,4,4,3,10.5,5670,42
0,2607,972,6,4,4,3,10.5,5832,42
0,2607,973,6,6,4,1,3.5,5838,21
0,2607,1025,6,4,4,3,10.5,6150,42
0,2607,1028,6,2,4,3,10.5,6168,21
0,2607,1054,6,2,4,4,14,6324,28
0,2607,1106,6,1,4,2,7,6636,7
0,2607,1169,6,2,4,5,17.5,7014,35
0,2607,1186,6,4,4,4,14,7116,56
0,2607,1253,6,2,4,5,17.5,7518,35
0,2607,1284,6,6,4,2,7,7704,42
0,2607,1422,6,2,4,5,17.5,8532,35
0,2607,1457,6,4,4,4,14,8742,56
0,2607,1554,6,3,4,4,14,9324,42
0,2607,1594,6,4,4,2,7,9564,28
0,2607,1747,6,4,4,5,17.5,10482,70
0,2607,1782,6,4,4,5,17.5,10692,70
0,2607,1808,6,3,4,2,7,10848,21
0,2607,1998,6,4,4,3,10.5,11988,42
0,2608,61,4,2,14,5,17.5,244,35
0,2608,135,4,3,14,4,14,540,42
0,2608,626,4,1,14,4,14,2504,14
0,2608,989,4,2,14,3,10.5,3956,21
0,2608,1127,4,1,14,4,14,4508,14
0,2608,1356,4,1,14,2,7,5424,7
0,2608,1666,4,4,14,4,14,6664,56
0,2608,1672,4,1,14,4,14,6688,14
0,2608,1797,4,4,14,3,10.5,7188,42
0,2608,2052,4,1,14,4,14,8208,14
0,2609,66,2,1,11,5,17.5,132,17.5
0,2609,96,2,1,11,2,7,192,7
0,2609,1155,2,1,11,2,7,2310,7
0,2609,2013,2,2,11,1,3.5,4026,7
0,2610,275,2,1,3,4,14,550,14
0,2610,918,2,1,3,1,3.5,1836,3.5
0,2610,1018,2,2,3,4,14,2036,28
0,2610,1557,2,1,3,1,3.5,3114,3.5
0,2610,1842,2,2,3,3,10.5,3684,21
0,2610,1919,2,1,3,5,17.5,3838,17.5
0,2611,119,6,3,3,3,10.5,714,31.5
0,2611,240,6,4,3,5,17.5,1440,70
0,2611,275,6,3,3,2,7,1650,21
0,2611,575,6,4,3,1,3.5,3450,14
0,2611,638,6,3,3,1,3.5,3828,10.5
0,2611,722,6,2,3,2,7,4332,14
0,2611,728,6,3,3,5,17.5,4368,52.5
0,2611,959,6,3,3,1,3.5,5754,10.5
0,2611,1244,6,5,3,1,3.5,7464,17.5
0,2611,1305,6,6,3,5,17.5,7830,105
0,2611,1355,6,2,3,3,10.5,8130,21
0,2611,1711,6,4,3,5,17.5,10266,70
0,2611,1881,6,2,3,1,3.5,11286,7
0,2611,1939,6,2,3,3,10.5,11634,21
0,2611,2085,6,2,3,2,7,12510,14
0,2612,119,4,1,3,4,14,476,14
0,2612,575,4,1,3,3,10.5,2300,10.5
0,2612,918,4,2,3,1,3.5,3672,7
0,2612,959,4,1,3,3,10.5,3836,10.5
0,2612,1482,4,1,3,1,3.5,5928,3.5
0,2613,214,4,1,4,2,7,856,7
0,2613,540,4,4,4,4,14,2160,56
0,2613,682,4,1,4,2,7,2728,7
0,2613,893,4,4,4,1,3.5,3572,14
0,2613,1025,4,2,4,4,14,4100,28
0,2613,1284,4,4,4,1,3.5,5136,14
0,2613,1333,4,1,4,5,17.5,5332,17.5
0,2613,1554,4,1,4,2,7,6216,7
0,2613,1594,4,2,4,2,7,6376,14
0,2613,1808,4,1,4,2,7,7232,7
0,2614,139,6,2,12,2,7,834,14
0,2614,204,6,1,12,1,3.5,1224,3.5
0,2614,260,6,1,12,2,7,1560,7
0,2614,361,6,2,12,3,10.5,2166,21
0,2614,417,6,5,12,5,17.5,2502,87.5
0,2614,436,6,5,12,4,14,2616,70
0,2614,593,6,1,12,4,14,3558,14
0,2614,659,6,3,12,3,10.5,3954,31.5
0,2614,687,6,2,12,2,7,4122,14
0,2614,780,6,1,12,5,17.5,4680,17.5
0,2614,787,6,2,12,3,10.5,4722,21
0,2614,827,6,1,12,4,14,4962,14
0,2614,932,6,1,12,5,17.5,5592,17.5
0,2614,1140,6,1,12,4,14,6840,14
0,2614,1191,6,1,12,5,17.5,7146,17.5
0,2614,1301,6,3,12,5,17.5,7806,52.5
0,2614,1314,6,1,12,5,17.5,7884,17.5
0,2614,1483,6,3,12,5,17.5,8898,52.5
0,2614,1521,6,1,12,4,14,9126,14
0,2614,1537,6,5,12,3,10.5,9222,52.5
0,2614,1575,6,1,12,5,17.5,9450,17.5
0,2614,1841,6,2,12,4,14,11046,28
0,2614,1964,6,4,12,3,10.5,11784,42
0,2615,53,8,2,9,5,17.5,424,35
0,2615,228,8,1,9,3,10.5,1824,10.5
0,2615,298,8,1,9,5,17.5,2384,17.5
0,2615,305,8,1,9,1,3.5,2440,3.5
0,2615,358,8,5,9,4,14,2864,70
0,2615,420,8,3,9,3,10.5,3360,31.5
0,2615,502,8,1,9,5,17.5,4016,17.5
0,2615,505,8,4,9,2,7,4040,28
0,2615,587,8,6,9,3,10.5,4696,63
0,2615,624,8,3,9,5,17.5,4992,52.5
0,2615,802,8,6,9,2,7,6416,42
0,2615,805,8,6,9,4,14,6440,84
0,2615,870,8,4,9,2,7,6960,28
0,2615,881,8,5,9,3,10.5,7048,52.5
0,2615,1207,8,6,9,4,14,9656,84
0,2615,1354,8,1,9,3,10.5,10832,10.5
0,2615,1390,8,3,9,5,17.5,11120,52.5
0,2615,1566,8,2,9,3,10.5,12528,21
0,2615,1688,8,3,9,4,14,13504,42
0,2615,1763,8,4,9,1,3.5,14104,14
0,2615,1829,8,4,9,3,10.5,14632,42
0,2615,1867,8,1,9,4,14,14936,14
0,2615,1893,8,5,9,4,14,15144,70
0,2615,2100,8,3,9,4,14,16800,42
0,2615,2116,8,3,9,2,7,16928,21
0,2616,19,6,3,15,4,14,114,42
0,2616,31,6,1,15,3,10.5,186,10.5
0,2616,41,6,1,15,2,7,246,7
0,2616,112,6,2,15,2,7,672,14
0,2616,352,6,1,15,1,3.5,2112,3.5
0,2616,354,6,2,15,3,10.5,2124,21
0,2616,392,6,3,15,5,17.5,2352,52.5
0,2616,455,6,2,15,3,10.5,2730,21
0,2616,489,6,2,15,3,10.5,2934,21
0,2616,503,6,2,15,2,7,3018,14
0,2616,527,6,2,15,3,10.5,3162,21
0,2616,684,6,1,15,3,10.5,4104,10.5
0,2616,784,6,3,15,2,7,4704,21
0,2616,897,6,1,15,2,7,5382,7
0,2616,903,6,1,15,3,10.5,5418,10.5
0,2616,990,6,3,15,2,7,5940,21
0,2616,1026,6,1,15,2,7,6156,7
0,2616,1124,6,2,15,2,7,6744,14
0,2616,1129,6,3,15,2,7,6774,21
0,2616,1266,6,1,15,2,7,7596,7
0,2616,1315,6,1,15,4,14,7890,14
0,2616,1377,6,1,15,5,17.5,8262,17.5
0,2616,1392,6,4,15,4,14,8352,56
0,2616,1395,6,3,15,2,7,8370,21
0,2616,1558,6,4,15,1,3.5,9348,14
0,2616,1576,6,1,15,4,14,9456,14
0,2616,1603,6,6,15,3,10.5,9618,63
0,2616,1683,6,1,15,4,14,10098,14
0,2616,1695,6,2,15,1,3.5,10170,7
0,2616,1731,6,1,15,5,17.5,10386,17.5
0,2616,1844,6,1,15,4,14,11064,14
0,2616,1948,6,4,15,2,7,11688,28
0,2616,1978,6,2,15,2,7,11868,14
0,2616,2102,6,3,15,1,3.5,12612,10.5
0,2617,18,8,2,10,2,7,144,14
0,2617,84,8,6,10,1,3.5,672,21
0,2617,196,8,2,10,3,10.5,1568,21
0,2617,273,8,6,10,3,10.5,2184,63
0,2617,317,8,5,10,1,3.5,2536,17.5
0,2617,323,8,3,10,1,3.5,2584,10.5
0,2617,377,8,2,10,1,3.5,3016,7
0,2617,380,8,2,10,5,17.5,3040,35
0,2617,411,8,3,10,5,17.5,3288,52.5
0,2617,441,8,5,10,1,3.5,3528,17.5
0,2617,445,8,2,10,3,10.5,3560,21
0,2617,499,8,3,10,2,7,3992,21
0,2617,637,8,1,10,3,10.5,5096,10.5
0,2617,678,8,1,10,3,10.5,5424,10.5
0,2617,681,8,2,10,2,7,5448,14
0,2617,701,8,1,10,4,14,5608,14
0,2617,715,8,4,10,4,14,5720,56
0,2617,764,8,6,10,5,17.5,6112,105
0,2617,845,8,5,10,1,3.5,6760,17.5
0,2617,862,8,6,10,1,3.5,6896,21
0,2617,940,8,1,10,2,7,7520,7
0,2617,1172,8,6,10,3,10.5,9376,63
0,2617,1384,8,3,10,4,14,11072,42
0,2617,1451,8,5,10,4,14,11608,70
0,2617,1613,8,3,10,2,7,12904,21
0,2617,1665,8,1,10,4,14,13320,14
0,2617,1704,8,3,10,3,10.5,13632,31.5
0,2617,1749,8,6,10,1,3.5,13992,21
0,2617,1754,8,3,10,2,7,14032,21
0,2617,1790,8,4,10,4,14,14320,56
0,2617,1873,8,5,10,5,17.5,14984,87.5
0,2617,1984,8,6,10,1,3.5,15872,21
0,2617,2084,8,2,10,3,10.5,16672,21
0,2617,2096,8,3,10,5,17.5,16768,52.5
0,2617,2157,8,5,10,2,7,17256,35
0,2618,240,4,4,3,5,17.5,960,70
0,2618,275,4,1,3,4,14,1100,14
0,2618,575,4,1,3,4,14,2300,14
0,2618,638,4,1,3,3,10.5,2552,10.5
0,2618,728,4,1,3,2,7,2912,7
0,2618,918,4,2,3,1,3.5,3672,7
0,2618,959,4,1,3,3,10.5,3836,10.5
0,2618,1205,4,1,3,5,17.5,4820,17.5
0,2618,1244,4,3,3,5,17.5,4976,52.5
0,2618,1482,4,1,3,3,10.5,5928,10.5
0,2618,1711,4,2,3,5,17.5,6844,35
0,2619,61,6,6,14,4,14,366,84
0,2619,135,6,6,14,1,3.5,810,21
0,2619,727,6,2,14,4,14,4362,28
0,2619,824,6,1,14,5,17.5,4944,17.5
0,2619,989,6,6,14,2,7,5934,42
0,2619,1276,6,5,14,1,3.5,7656,17.5
0,2619,1316,6,1,14,5,17.5,7896,17.5
0,2619,1356,6,5,14,4,14,8136,70
0,2619,1383,6,2,14,2,7,8298,14
0,2619,1645,6,2,14,2,7,9870,14
0,2619,1666,6,6,14,3,10.5,9996,63
0,2619,1797,6,1,14,3,10.5,10782,10.5
0,2619,2052,6,1,14,4,14,12312,14
0,2620,1029,2,2,1,2,7,2058,14
0,2620,1615,2,1,1,3,10.5,3230,10.5
0,2620,1631,2,1,1,4,14,3262,14
0,2620,1819,2,1,1,4,14,3638,14
0,2620,1945,2,1,1,4,14,3890,14
0,2620,1983,2,1,1,2,7,3966,7
0,2620,2090,2,1,1,4,14,4180,14
0,2620,2118,2,1,1,2,7,4236,7
0,2621,65,2,1,2,5,17.5,130,17.5
0,2622,442,4,4,1,5,17.5,1768,70
0,2622,868,4,1,1,5,17.5,3472,17.5
0,2622,1088,4,4,1,4,14,4352,56
0,2622,1548,4,4,1,4,14,6192,56
0,2622,1819,4,4,1,3,10.5,7276,42
0,2623,273,2,1,10,1,3.5,546,3.5
0,2623,377,2,2,10,4,14,754,28
0,2623,862,2,2,10,1,3.5,1724,7
0,2623,1172,2,1,10,2,7,2344,7
0,2624,25,6,5,5,3,10.5,150,52.5
0,2624,45,6,6,5,5,17.5,270,105
0,2624,100,6,2,5,3,10.5,600,21
0,2624,115,6,1,5,5,17.5,690,17.5
0,2624,117,6,2,5,5,17.5,702,35
0,2624,125,6,1,5,5,17.5,750,17.5
0,2624,236,6,6,5,3,10.5,1416,63
0,2624,316,6,2,5,2,7,1896,14
0,2624,321,6,1,5,4,14,1926,14
0,2624,353,6,1,5,5,17.5,2118,17.5
0,2624,378,6,1,5,5,17.5,2268,17.5
0,2624,453,6,1,5,4,14,2718,14
0,2624,536,6,1,5,5,17.5,3216,17.5
0,2624,599,6,6,5,5,17.5,3594,105
0,2624,756,6,5,5,4,14,4536,70
0,2624,763,6,1,5,5,17.5,4578,17.5
0,2624,842,6,5,5,4,14,5052,70
0,2624,899,6,5,5,3,10.5,5394,52.5
0,2624,988,6,6,5,3,10.5,5928,63
0,2624,1023,6,1,5,1,3.5,6138,3.5
0,2624,1045,6,5,5,3,10.5,6270,52.5
0,2624,1157,6,1,5,5,17.5,6942,17.5
0,2624,1300,6,1,5,3,10.5,7800,10.5
0,2624,1317,6,5,5,3,10.5,7902,52.5
0,2624,1321,6,6,5,4,14,7926,84
0,2624,1397,6,6,5,3,10.5,8382,63
0,2624,1724,6,6,5,2,7,10344,42
0,2624,2108,6,1,5,4,14,12648,14
0,2624,2113,6,6,5,5,17.5,12678,105
0,2625,63,2,2,10,4,14,126,28
0,2625,273,2,1,10,1,3.5,546,3.5
0,2625,377,2,2,10,3,10.5,754,21
0,2625,862,2,2,10,3,10.5,1724,21
0,2625,1172,2,1,10,5,17.5,2344,17.5
0,2626,135,2,1,14,2,7,270,7
0,2626,1666,2,2,14,1,3.5,3332,7
0,2626,1797,2,2,14,4,14,3594,28
0,2627,139,4,2,12,4,14,556,28
0,2627,204,4,1,12,2,7,816,7
0,2627,260,4,1,12,5,17.5,1040,17.5
0,2627,361,4,2,12,2,7,1444,14
0,2627,393,4,1,12,4,14,1572,14
0,2627,436,4,3,12,3,10.5,1744,31.5
0,2627,593,4,1,12,4,14,2372,14
0,2627,602,4,3,12,3,10.5,2408,31.5
0,2627,675,4,3,12,4,14,2700,42
0,2627,687,4,2,12,4,14,2748,28
0,2627,692,4,1,12,4,14,2768,14
0,2627,787,4,2,12,3,10.5,3148,21
0,2627,827,4,1,12,5,17.5,3308,17.5
0,2627,987,4,1,12,2,7,3948,7
0,2627,1038,4,1,12,1,3.5,4152,3.5
0,2627,1146,4,1,12,4,14,4584,14
0,2627,1246,4,3,12,5,17.5,4984,52.5
0,2627,1314,4,1,12,2,7,5256,7
0,2627,1521,4,1,12,3,10.5,6084,10.5
0,2627,1578,4,4,12,1,3.5,6312,14
0,2627,1729,4,3,12,5,17.5,6916,52.5
0,2627,1776,4,1,12,5,17.5,7104,17.5
0,2627,1816,4,1,12,5,17.5,7264,17.5
0,2627,1841,4,2,12,4,14,7364,28
0,2627,1889,4,1,12,3,10.5,7556,10.5
0,2628,624,2,1,9,4,14,1248,14
0,2628,1119,2,2,9,4,14,2238,28
0,2628,1207,2,1,9,4,14,2414,14
0,2628,1312,2,1,9,5,17.5,2624,17.5
0,2628,1354,2,2,9,3,10.5,2708,21
0,2628,1893,2,2,9,5,17.5,3786,35
0,2629,275,2,1,3,4,14,550,14
0,2629,432,2,1,3,3,10.5,864,10.5
0,2629,918,2,1,3,1,3.5,1836,3.5
0,2629,1018,2,2,3,3,10.5,2036,21
0,2629,1557,2,1,3,4,14,3114,14
0,2629,1842,2,2,3,3,10.5,3684,21
0,2629,1919,2,1,3,5,17.5,3838,17.5
0,2630,158,6,2,6,2,7,948,14
0,2630,252,6,5,6,3,10.5,1512,52.5
0,2630,304,6,5,6,2,7,1824,35
0,2630,363,6,6,6,5,17.5,2178,105
0,2630,397,6,2,6,2,7,2382,14
0,2630,437,6,5,6,3,10.5,2622,52.5
0,2630,601,6,5,6,4,14,3606,70
0,2630,1086,6,6,6,2,7,6516,42
0,2630,1159,6,6,6,2,7,6954,42
0,2630,1281,6,4,6,4,14,7686,56
0,2630,1400,6,5,6,3,10.5,8400,52.5
0,2630,1471,6,3,6,1,3.5,8826,10.5
0,2630,1758,6,1,6,2,7,10548,7
0,2630,1959,6,3,6,3,10.5,11754,31.5
0,2630,2025,6,2,6,3,10.5,12150,21
0,2630,2053,6,4,6,4,14,12318,56
0,2630,2083,6,4,6,4,14,12498,56
0,2631,8,6,1,12,3,10.5,48,10.5
0,2631,56,6,1,12,4,14,336,14
0,2631,188,6,1,12,1,3.5,1128,3.5
0,2631,202,6,3,12,5,17.5,1212,52.5
0,2631,204,6,3,12,3,10.5,1224,31.5
0,2631,220,6,5,12,2,7,1320,35
0,2631,260,6,3,12,3,10.5,1560,31.5
0,2631,295,6,3,12,3,10.5,1770,31.5
0,2631,335,6,1,12,2,7,2010,7
0,2631,436,6,5,12,4,14,2616,70
0,2631,440,6,3,12,5,17.5,2640,52.5
0,2631,468,6,2,12,1,3.5,2808,7
0,2631,470,6,2,12,2,7,2820,14
0,2631,593,6,3,12,5,17.5,3558,52.5
0,2631,659,6,6,12,3,10.5,3954,63
0,2631,660,6,1,12,4,14,3960,14
0,2631,691,6,2,12,5,17.5,4146,35
0,2631,692,6,3,12,4,14,4152,42
0,2631,793,6,4,12,5,17.5,4758,70
0,2631,827,6,3,12,1,3.5,4962,10.5
0,2631,838,6,6,12,5,17.5,5028,105
0,2631,844,6,1,12,5,17.5,5064,17.5
0,2631,987,6,3,12,4,14,5922,42
0,2631,1038,6,3,12,4,14,6228,42
0,2631,1140,6,1,12,5,17.5,6840,17.5
0,2631,1191,6,1,12,5,17.5,7146,17.5
0,2631,1258,6,2,12,5,17.5,7548,35
0,2631,1301,6,6,12,3,10.5,7806,63
0,2631,1314,6,3,12,4,14,7884,42
0,2631,1411,6,1,12,4,14,8466,14
0,2631,1521,6,3,12,4,14,9126,42
0,2631,1534,6,1,12,2,7,9204,7
0,2631,1537,6,5,12,4,14,9222,70
0,2631,1575,6,3,12,5,17.5,9450,52.5
0,2631,1816,6,3,12,1,3.5,10896,10.5
0,2631,1892,6,1,12,2,7,11352,7
0,2631,1923,6,2,12,1,3.5,11538,7
0,2631,1964,6,1,12,4,14,11784,14
0,2631,2015,6,2,12,2,7,12090,14
0,2632,92,2,2,6,1,3.5,184,7
0,2632,281,2,2,6,3,10.5,562,21
0,2632,367,2,1,6,4,14,734,14
0,2632,1059,2,2,6,5,17.5,2118,35
0,2632,1336,2,1,6,3,10.5,2672,10.5
0,2632,1369,2,2,6,4,14,2738,28
0,2632,1510,2,1,6,5,17.5,3020,17.5
0,2632,1676,2,1,6,4,14,3352,14
0,2632,2034,2,1,6,5,17.5,4068,17.5
0,2632,2083,2,2,6,3,10.5,4166,21
0,2633,143,4,1,12,4,14,572,14
0,2633,179,4,3,12,3,10.5,716,31.5
0,2633,204,4,1,12,5,17.5,816,17.5
0,2633,220,4,3,12,3,10.5,880,31.5
0,2633,260,4,1,12,5,17.5,1040,17.5
0,2633,295,4,1,12,5,17.5,1180,17.5
0,2633,417,4,4,12,3,10.5,1668,42
0,2633,436,4,3,12,5,17.5,1744,52.5
0,2633,602,4,3,12,1,3.5,2408,10.5
0,2633,659,4,1,12,4,14,2636,14
0,2633,675,4,3,12,2,7,2700,21
0,2633,687,4,2,12,1,3.5,2748,7
0,2633,692,4,1,12,3,10.5,2768,10.5
0,2633,780,4,1,12,5,17.5,3120,17.5
0,2633,827,4,1,12,4,14,3308,14
0,2633,864,4,3,12,2,7,3456,21
0,2633,932,4,4,12,3,10.5,3728,42
0,2633,1140,4,4,12,3,10.5,4560,42
0,2633,1182,4,1,12,3,10.5,4728,10.5
0,2633,1191,4,1,12,4,14,4764,14
0,2633,1301,4,1,12,3,10.5,5204,10.5
0,2633,1314,4,1,12,3,10.5,5256,10.5
0,2633,1521,4,1,12,5,17.5,6084,17.5
0,2633,1537,4,3,12,4,14,6148,42
0,2633,1575,4,1,12,5,17.5,6300,17.5
0,2633,1578,4,4,12,3,10.5,6312,42
0,2633,1729,4,3,12,3,10.5,6916,31.5
0,2633,1776,4,1,12,4,14,7104,14
0,2633,1816,4,1,12,1,3.5,7264,3.5
0,2633,1889,4,1,12,3,10.5,7556,10.5
0,2633,1964,4,2,12,4,14,7856,28
0,2634,56,2,1,12,2,7,112,7
0,2634,179,2,1,12,3,10.5,358,10.5
0,2634,260,2,2,12,3,10.5,520,21
0,2634,417,2,2,12,5,17.5,834,35
0,2634,436,2,1,12,2,7,872,7
0,2634,675,2,1,12,3,10.5,1350,10.5
0,2634,827,2,2,12,5,17.5,1654,35
0,2634,932,2,2,12,2,7,1864,14
0,2634,1140,2,1,12,4,14,2280,14
0,2634,1301,2,1,12,4,14,2602,14
0,2634,1537,2,1,12,3,10.5,3074,10.5
0,2634,1578,2,2,12,1,3.5,3156,7
0,2634,1816,2,2,12,1,3.5,3632,7
0,2635,164,2,2,1,2,7,328,14
0,2635,251,2,2,1,5,17.5,502,35
0,2635,474,2,1,1,4,14,948,14
0,2635,774,2,2,1,3,10.5,1548,21
0,2635,829,2,1,1,5,17.5,1658,17.5
0,2635,958,2,2,1,3,10.5,1916,21
0,2635,1094,2,1,1,4,14,2188,14
0,2635,1252,2,1,1,2,7,2504,7
0,2635,1587,2,1,1,5,17.5,3174,17.5
0,2635,1757,2,2,1,2,7,3514,14
0,2635,2048,2,2,1,1,3.5,4096,7
0,2636,273,2,1,10,3,10.5,546,10.5
0,2636,377,2,2,10,2,7,754,14
0,2636,862,2,2,10,2,7,1724,14
0,2636,1172,2,1,10,1,3.5,2344,3.5
0,2637,25,2,1,5,5,17.5,50,17.5
